# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "1" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/featurecounts.txt" "rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000132522.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	7311324;7312659;7312659;7312659;7312660;7312660;7312661;7312662;7312696;7313029;7313029;7313029;7313029;7313029;7313029;7313029;7313029;7313212;7313212;7313212;7313212;7313212;7313212;7313212;7313212;7313238;7313380;7313380;7313380;7313380;7313380;7313380;7313380;7313380;7313380;7313568;7313568;7313568;7313568;7313568;7313568;7313568;7313568;7313568;7313575;7313666;7313670;7313906;7313906;7313906;7313906;7313906;7314041;7314080;7314080;7314080;7314080;7314080;7314080;7314080;7314080;7314080;7314080;7314143;7314291;7314291;7314291;7314291;7314291;7314291;7314291;7314291;7314291;7314291;7314291;7314291;7314488;7314488;7314488;7314488;7314488;7314488;7314488;7314488;7314488;7314488;7314488;7314488;7314488;7314959;7314959;7314959;7314959;7314959;7314959;7314959;7314959;7314959;7315252;7315252;7315252;7315331;7315331;7315331;7315331;7315331	7311590;7312839;7312839;7312839;7312839;7312839;7313124;7312839;7312839;7313124;7313097;7313291;7313124;7313124;7313124;7313124;7313124;7313291;7313291;7313291;7313291;7313757;7313291;7313270;7313291;7313291;7313469;7313469;7313469;7313469;7313469;7313469;7313469;7313469;7313469;7313721;7313988;7313721;7314159;7313721;7313721;7313721;7313721;7313988;7313988;7313988;7313721;7313988;7313988;7313988;7313988;7313988;7314159;7314159;7314159;7314159;7314159;7314159;7314159;7314159;7314159;7314159;7314159;7314403;7314403;7314403;7314403;7314403;7314403;7314403;7314403;7314403;7314403;7314403;7314403;7314403;7315120;7314818;7315119;7314597;7314597;7314597;7314597;7314597;7314597;7315119;7314597;7314597;7314597;7315343;7315119;7315119;7315123;7315119;7315119;7315119;7315119;7315321;7315322;7315328;7315293;7315564;7315348;7315497;7315407;7315564	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3089	56	51	38	70	39	57	65	78	52	48	129	94	64	51	102	89	40	40	87	93	70	124	180	164	45	26	106	78	31	45	100	70	88	77	128	123
ENSG00000261915.6	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	7312661;7312661;7313029;7313029;7313212;7313212;7313380;7313380;7313568;7313568;7313906;7313906;7314080;7314080;7314291;7314291;7314488;7314488;7314959;7314959;7315331;7315331;7316276;7316276;7317205;7317205;7317461;7317461;7317788;7317788;7318065;7318065;7318269;7318269;7318495;7318495;7319050;7319050	7312839;7312839;7313124;7313124;7313291;7313291;7313469;7313469;7313721;7313721;7313988;7313988;7314159;7314159;7314403;7314403;7314597;7314597;7315119;7315119;7315655;7315778;7316327;7316327;7317370;7317370;7317573;7317573;7317932;7317932;7318172;7318172;7318356;7318356;7318674;7318674;7319075;7319174	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2571	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215041.9	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	7315628;7315628;7315633;7315931;7316123;7317205;7317205;7317205;7317205;7317205;7317207;7317247;7317286;7317461;7317461;7317461;7317461;7317461;7317461;7317461;7317461;7317788;7317788;7317788;7317788;7317788;7317788;7317788;7318065;7318065;7318065;7318065;7318065;7318065;7318065;7318269;7318269;7318269;7318269;7318269;7318269;7318269;7318495;7318495;7318495;7318495;7318495;7318495;7318495;7319050;7319050;7319050;7319050;7319050;7319050;7320759;7320759;7320759;7320759;7320759;7320759;7321112;7321112;7321112;7321112;7321112;7321361;7321361;7321361;7321361;7321361;7321423;7321560;7321560;7321560;7321560;7321560;7321560;7321730;7321865;7321865;7321865;7321865;7321865;7321865;7322735;7322735;7322735;7322735;7322735;7322735;7322735;7322948;7322948;7322948;7322948;7322948;7322954;7322954;7323074;7323485;7323485;7323485;7323485;7323485;7323485;7323485;7323647;7323647;7323647;7323647;7323647;7323647;7323647;7323814;7323814;7323814;7323814;7323814;7323814;7323814;7324108;7324108;7324108;7324108;7324108;7324108;7324108;7324395;7324395;7324395;7324395;7324395;7324395;7324799;7324799;7324799;7324799;7324799;7324911;7325163;7325209;7325209;7325209;7325209;7325209;7325209;7325431;7325641;7325641;7325641;7325641;7325641;7325641;7325641;7326255;7326255;7326255;7326255;7326255;7326255;7326255;7326255;7326437;7326437;7326437;7326437;7326437;7326437;7326437;7326437;7326711;7326711;7326711;7326711;7326711;7326711;7326711;7327165;7327165;7327165;7327440;7327440;7327440;7327440;7327440;7329031;7329031;7329031;7329031	7316327;7316327;7316327;7316327;7316327;7317370;7317370;7317370;7317370;7317370;7317370;7317370;7317370;7317684;7317573;7317573;7317573;7317573;7317573;7317908;7317573;7317932;7317932;7317932;7317932;7317932;7317932;7317932;7318172;7318172;7318172;7318172;7318172;7318356;7318172;7318356;7318356;7318356;7318356;7318356;7318674;7318356;7318674;7318674;7318674;7318691;7318674;7318741;7318613;7319208;7319208;7319208;7319208;7319208;7319208;7320923;7320809;7320923;7320923;7320923;7320923;7321273;7321273;7321273;7321273;7321273;7321459;7321459;7321459;7321459;7321459;7321459;7321787;7321787;7321787;7321787;7321787;7322010;7321787;7322010;7322010;7322010;7322010;7322010;7322010;7322866;7322866;7322866;7322866;7322866;7322866;7322866;7323123;7323123;7322964;7323123;7323123;7323123;7323123;7323123;7323563;7323563;7323563;7323563;7323563;7323563;7323563;7323723;7323723;7323723;7323723;7323723;7323723;7323723;7324012;7324012;7324012;7324012;7324012;7324012;7324012;7324370;7324270;7324270;7324270;7324270;7324270;7324266;7324480;7324480;7324480;7324480;7324480;7324480;7324980;7324980;7324980;7324980;7324980;7324980;7325473;7325473;7325473;7325473;7325473;7325473;7325473;7325713;7325713;7325713;7325713;7325713;7325713;7325713;7325713;7326343;7326343;7326343;7326343;7326343;7326343;7326343;7326343;7326548;7326548;7326548;7326548;7326548;7326524;7326548;7326548;7327009;7326839;7327009;7326910;7326837;7327009;7327009;7327230;7327230;7327230;7327884;7327500;7327884;7327884;7327884;7329393;7329266;7329328;7329316	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6170	1112	892	1038	1199	973	990	1177	1162	1075	1074	1089	1028	1324	1146	951	779	1014	1411	1935	1597	1329	1358	1938	1897	791	814	605	633	712	713	1326	1490	1059	987	1252	1078
ENSG00000224647.2	chr17;chr17;chr17;chr17;chr17;chr17;chr17	7330452;7331932;7332179;7332477;7333631;7334642;7335309	7330954;7332036;7332250;7332565;7333888;7334802;7335413	+;+;+;+;+;+;+	1293	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	3	0	3	1	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000072818.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	7336529;7336580;7336590;7336597;7337263;7337312;7337312;7341948;7341948;7341948;7341948;7342195;7342275;7342275;7342275;7342275;7342416;7342416;7342416;7342416;7342416;7342935;7343379;7343379;7343379;7343379;7343706;7343706;7343706;7343706;7343861;7343861;7343861;7343861;7344049;7344049;7344049;7344539;7344539;7345331;7346244;7346391;7346808;7347031;7347129;7347922;7347922;7348127;7348127;7348306;7348995;7349945;7350127;7350317;7350390;7350421;7350865;7350950;7350950;7350950;7350950;7351295;7351295;7351295;7351295;7351295	7336787;7336787;7336787;7336787;7337369;7337369;7337369;7342067;7342067;7342067;7342067;7342328;7342328;7342328;7342328;7342328;7342474;7342474;7342474;7342753;7342474;7343562;7343562;7343561;7343562;7343562;7343750;7343750;7343750;7343750;7343956;7343956;7343956;7343953;7344123;7344123;7344123;7344648;7344647;7350228;7346295;7346491;7346931;7347242;7347242;7347991;7347991;7348252;7348221;7348475;7349167;7350054;7350237;7350404;7350430;7350599;7350999;7350999;7350999;7350999;7350999;7351476;7351477;7351476;7351478;7351477	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7421	12	10	9	10	16	16	14	10	9	13	5	10	1	3	1	0	0	1	3	1	0	3	0	0	9	11	9	15	7	5	5	3	12	7	1	4
ENSG00000213859.5	chr17;chr17	7351889;7352162	7354939;7354944	+;+	3056	381	365	430	438	352	404	424	413	333	318	688	655	38	41	11	7	37	49	68	57	38	18	14	18	71	94	83	62	84	84	129	136	100	88	124	125
ENSG00000263171.1	chr17;chr17	7352687;7354670	7352832;7354944	-;-	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182896.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	7355123;7355178;7355178;7355586;7355586;7355586;7355838;7355838;7355838;7356029;7356029;7356029;7356172;7356196;7356196;7356392;7356392;7356400;7356599;7356599;7356599	7355373;7355373;7355373;7355642;7355642;7355642;7355918;7355918;7355918;7356049;7356049;7356049;7356276;7356276;7356276;7356479;7356479;7356479;7356696;7357218;7357219	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174292.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	7380534;7380837;7380974;7381046;7381089;7381091;7382836;7382836;7382836;7382836;7382836;7383228;7383250;7383250;7383425;7383425;7383425;7383425;7383709;7383709;7383709;7383970;7383970;7384247;7384266;7384484;7384484;7384484;7386561;7386561;7386561;7386561;7386975;7386990;7387134;7387378;7387378;7387378;7388406;7388406;7388548;7388788;7388788;7388971;7388971	7380747;7381114;7381114;7381114;7381114;7381114;7383089;7383089;7383089;7383320;7383728;7383320;7383320;7383320;7383616;7383616;7383616;7383468;7383864;7383864;7383718;7384253;7384253;7384376;7384754;7384754;7384754;7384754;7386655;7386655;7386655;7386622;7387154;7387154;7387154;7387457;7387457;7387457;7388704;7388704;7388699;7388883;7388883;7389737;7389774	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3860	11	9	7	1	14	8	4	11	15	11	12	11	0	0	0	2	0	0	0	2	1	0	0	0	145	132	22	22	112	90	148	167	173	170	97	98
ENSG00000187838.16	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	7389727;7389727;7389730;7389730;7389730;7389730;7389733;7389733;7389735;7389754;7390050;7390448;7390634;7390634;7390634;7390634;7390634;7390634;7390634;7390634;7390634;7390634;7390634;7392791;7392791;7392791;7392791;7392791;7392791;7392791;7392791;7392791;7392791;7392791;7392791;7392846;7392884;7393144;7393144;7393144;7393144;7393144;7393144;7393144;7393144;7393144;7393144;7393351;7393467;7393467;7393467;7393467;7393467;7393467;7393467;7393467;7393467;7393467;7393467;7393467;7393467;7393601;7393601;7393601;7393601;7393601;7393601;7393601;7393601;7393601;7393601;7393601;7394104;7394104;7394104;7394104;7394104;7394104;7394104;7394104;7394104;7394104;7394477;7394477;7394477;7394477;7394477;7394477;7394477;7394477;7394477	7390441;7390441;7390441;7390441;7390441;7390441;7390441;7390441;7390441;7390441;7390441;7390795;7390795;7390795;7390795;7390795;7390795;7390795;7390795;7390693;7390795;7390795;7390795;7392952;7392952;7392952;7392952;7392952;7392952;7392952;7392952;7392952;7392952;7392880;7392952;7392952;7392952;7393364;7393364;7393509;7393364;7393364;7393349;7393364;7393364;7393364;7393364;7393364;7393509;7393509;7393509;7393509;7393509;7393509;7393482;7393509;7393509;7393509;7393509;7393509;7393509;7393836;7393836;7393836;7393836;7394508;7393836;7393836;7393836;7394159;7393836;7394267;7394267;7394267;7394268;7394159;7394267;7394535;7394159;7394267;7394271;7394274;7394843;7394565;7394570;7394843;7394524;7394515;7394807;7394545;7394842	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2834	9	9	7	8	12	18	20	18	9	4	12	10	7	2	3	1	6	4	6	6	1	3	6	4	1	0	0	1	2	2	6	1	2	1	2	3
ENSG00000262481.5	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	7389734;7390217;7390634;7390634;7390711;7392791;7392791;7392791;7393144;7393144;7393467;7393467;7393467;7393601;7393601;7393601;7394104;7394104;7394104;7394104;7394908;7394908;7394908;7394908;7403310;7403310;7403310;7403658;7403658;7403658;7404000;7404000;7404000	7390441;7390441;7390795;7390795;7390795;7392952;7392952;7392952;7393364;7393364;7393509;7393509;7393509;7393836;7393836;7393836;7394271;7394267;7394734;7394267;7395090;7395090;7395090;7395090;7403387;7403390;7403390;7403689;7403689;7403689;7404097;7404097;7404097	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2557	2	4	0	6	3	3	3	2	1	0	1	3	2	1	0	1	0	0	2	0	2	5	1	1	1	0	3	5	2	1	1	1	2	0	0	1
ENSG00000205544.3	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	7402975;7402978;7402983;7403310;7403310;7403627;7403658;7404000;7404000	7403209;7403209;7403390;7403390;7403480;7403689;7403689;7404137;7404039	-;-;-;-;-;-;-;-;-	707	378	378	442	457	441	460	416	424	419	406	403	400	199	191	288	223	191	258	232	249	218	231	235	249	235	272	440	567	266	239	245	291	345	311	326	331
