# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "4" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.featurecounts.txt" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000197879.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	1464186;1464186;1464186;1464212;1464842;1465017;1465413;1467242;1467242;1467242;1467242;1467242;1467242;1467242;1467480;1467480;1467480;1467480;1467480;1467480;1467480;1467491;1467840;1467840;1467840;1467840;1467840;1467840;1467840;1467840;1467988;1467988;1467988;1467988;1467988;1467988;1467988;1467988;1468223;1468253;1468253;1468253;1468253;1468253;1468253;1468253;1468253;1468403;1468403;1468403;1468403;1468403;1468403;1468403;1468790;1469531;1469531;1469531;1469531;1469531;1469531;1469531;1469531;1470175;1470175;1470175;1470175;1470175;1470175;1470175;1470175;1470175;1470240;1470435;1470435;1470435;1470435;1470435;1470435;1470435;1470435;1470435;1470621;1470621;1470621;1470621;1470621;1470621;1470621;1470621;1470631;1471071;1471071;1471071;1471071;1471071;1471071;1471071;1471071;1471071;1471134;1471223;1471223;1471223;1471223;1471223;1471223;1471223;1471223;1471223;1471907;1471907;1471907;1471907;1471907;1471907;1471907;1471907;1471907;1472123;1472123;1472123;1472123;1472123;1472123;1472123;1472123;1472123;1474610;1474610;1474610;1474610;1474610;1474610;1474610;1474610;1474812;1474812;1474812;1474812;1474812;1474812;1474812;1474812;1474938;1474938;1474938;1474938;1474938;1474938;1474938;1477290;1477505;1477505;1477505;1477505;1477505;1477505;1477505;1477891;1477891;1477891;1477891;1477891;1477891;1477891;1477891;1478087;1478087;1478087;1478087;1478087;1478087;1478087;1478087;1478410;1478410;1478410;1478410;1478410;1478410;1478410;1478616;1478616;1478616;1478616;1478616;1478616;1478616;1478677;1479431;1479431;1479431;1479431;1479431;1479431;1479431;1479431;1479592;1479592;1479592;1479592;1479592;1479592;1479592;1479592;1479686;1480527;1480527;1480527;1480527;1480527;1480527;1480527;1480527;1480527;1480607;1480706;1480706;1480706;1480706;1480706;1480706;1480706;1480706;1480706;1480706;1480985;1481159;1482478;1482478;1482478;1482478;1482478;1482478;1482478;1482489;1482533;1482861;1482861;1482861;1482861;1482861;1482861;1482861;1482861;1482861;1482889;1483610;1483610;1483610;1483610;1483610;1483610;1483610;1483610;1483610;1483610;1484148;1484148;1484148;1484148;1484148;1484148;1484148;1484148;1484148;1484148;1484590;1485122;1485694;1486055;1486880;1486952;1490928;1491600;1491600;1492010;1492413	1465752;1465752;1465752;1465752;1465752;1465752;1465752;1467341;1467341;1467341;1467341;1467341;1467341;1467341;1467577;1467577;1467577;1467577;1467577;1467577;1467577;1467577;1467910;1467910;1467910;1467910;1467910;1467910;1467910;1467910;1468123;1468123;1468123;1468123;1468123;1468123;1468123;1468123;1468496;1468308;1468308;1468308;1468308;1468308;1468499;1468308;1468308;1468496;1468496;1468496;1468496;1468496;1468496;1468496;1469614;1469614;1469614;1469614;1469614;1469614;1469614;1469614;1469614;1470334;1470334;1470334;1470334;1470334;1470334;1470219;1470334;1470334;1470334;1470484;1470519;1470519;1470519;1470519;1470519;1470519;1470519;1470519;1470689;1470689;1470689;1470689;1470689;1470689;1470787;1470689;1470689;1471147;1471147;1471147;1471147;1471147;1471147;1471108;1471147;1471147;1471147;1471336;1471336;1471336;1471336;1471336;1471336;1471336;1471336;1471336;1472024;1472024;1472024;1472024;1472024;1472024;1472024;1472024;1472024;1472228;1472228;1472228;1472228;1472355;1472228;1472228;1472228;1472228;1474690;1474690;1474690;1474690;1474690;1474690;1474690;1474690;1474858;1474858;1474858;1474858;1474858;1474858;1474858;1474931;1475032;1475032;1475032;1475032;1475032;1475032;1475032;1477596;1477596;1477596;1477596;1477596;1477596;1477596;1477596;1477971;1477971;1477971;1477971;1477971;1477971;1477971;1477971;1478192;1478141;1478192;1478192;1478192;1478192;1478192;1478192;1478492;1478492;1478492;1478492;1478492;1478492;1478492;1478735;1478735;1478735;1478735;1478735;1478735;1478735;1478735;1479502;1479502;1479502;1479502;1479502;1479502;1479502;1479502;1479705;1479705;1479705;1479705;1479705;1479705;1479705;1479705;1479705;1480625;1480625;1480625;1480625;1480625;1480625;1480625;1480625;1480625;1480625;1481209;1480885;1480885;1480885;1480885;1480885;1480885;1480885;1480885;1480885;1481238;1481216;1482558;1482558;1482558;1482558;1482558;1482558;1482558;1482558;1482558;1483059;1483059;1483059;1483059;1483059;1483059;1483059;1483059;1483059;1483059;1483725;1483725;1483725;1483725;1483725;1483725;1483725;1483725;1483725;1483725;1484303;1484303;1484303;1484303;1484303;1484303;1484303;1484303;1484303;1484303;1484657;1485367;1485934;1486201;1486921;1487098;1491237;1491682;1491610;1492040;1492812	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8106	7718
ENSG00000132376.19	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	1494571;1494609;1494757;1495567;1495800;1496060;1496060;1496060;1496060;1496060;1496155;1496319;1496319;1496319;1496319;1496319;1496489;1496666;1496666;1496666;1496666;1496666;1497758;1497936;1497936;1497936;1497936;1497936;1497936;1497936;1498061;1498079;1506980;1506980;1506980;1506980;1506980;1506980;1506980;1506980;1506993;1507086;1508115;1508115;1508115;1508115;1508115;1508115;1508115;1508130;1508977;1509168;1509168;1509178;1509178;1509178;1509178;1509178;1509250;1509341;1509683;1509683;1509683;1509683;1509683;1509683;1509683;1509683;1509683;1509683;1509683;1509683;1509715;1510421;1513453;1513453;1513453;1513453;1513453;1513453;1513453;1513453;1513453;1513872;1513872;1513872;1513872;1513872;1513872;1513872;1513872;1513872;1513872;1513872;1513872;1515427;1515427;1515569;1515569;1515888;1515888;1515888;1515888;1516456;1516456;1516456;1516456;1516456;1516456;1516456;1516456;1516456;1516456;1516456;1516456	1495879;1495879;1495879;1495879;1495879;1496164;1496164;1496164;1496461;1496164;1496164;1496402;1496402;1496402;1496402;1496402;1496803;1496803;1496803;1496803;1496803;1496803;1498122;1498122;1498201;1498122;1498122;1498122;1498122;1498122;1498122;1498122;1507089;1507089;1507020;1507089;1507089;1507089;1507705;1507089;1507089;1507089;1508226;1508226;1508226;1508500;1508226;1508226;1508226;1508226;1509353;1509353;1509353;1509353;1509353;1509353;1509353;1509353;1509353;1509353;1509799;1509799;1509799;1509799;1509799;1509799;1509799;1509799;1509799;1509799;1509799;1509799;1509799;1510513;1513561;1513561;1513554;1513554;1513561;1513561;1513512;1513561;1513561;1513979;1513979;1513979;1513979;1513979;1513979;1513979;1513979;1513979;1513979;1513979;1513979;1515585;1515585;1515701;1515585;1516118;1516118;1516118;1516118;1516618;1516680;1516612;1516653;1516735;1516582;1516627;1516618;1516888;1516594;1516661;1516742	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5325	729
ENSG00000236618.2	chr17;chr17	1516931;1517718	1517093;1518096	+;+	542	104
ENSG00000174238.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	1517718;1517993;1520213;1521579;1521579;1521579;1534099;1534099;1534099;1534169;1535182;1535182;1535182;1535182;1535182;1535262;1535441;1535441;1535441;1535441;1535441;1535441;1535471;1535507;1535785;1538439;1538869;1538869;1538869;1538869;1538869;1538869;1538869;1538869;1541566;1541566;1541566;1541566;1541566;1541566;1541566;1541566;1541587;1541642;1543020;1543020;1543020;1543020;1543020;1543020;1543020;1548296;1548296;1548296;1548296;1548296;1548296;1548296;1548296;1548296;1548296;1553004;1553004;1553004;1553004;1553004;1553004;1553004;1553004;1553004;1553004;1558529;1558529;1558529;1558529;1558529;1558529;1558529;1558529;1559508;1559756;1561199;1562541;1562541;1562541;1562541;1562541;1562656;1562656	1520538;1520538;1520538;1521645;1521645;1521645;1534221;1534221;1534221;1534221;1535292;1535292;1535292;1535292;1535292;1535292;1535518;1535518;1535518;1535518;1535518;1535518;1535518;1535518;1535841;1538952;1538952;1538952;1538952;1538952;1538952;1538952;1538952;1538952;1541640;1541640;1541640;1541640;1541640;1541640;1541640;1541599;1541640;1541649;1543027;1543027;1543027;1543027;1543027;1543027;1543027;1548387;1548387;1548387;1548387;1548387;1548387;1548387;1548387;1548387;1548387;1553072;1553149;1553149;1553149;1553149;1553149;1553149;1553149;1553149;1553149;1558559;1558559;1558559;1558559;1558559;1558559;1558559;1558559;1559801;1559801;1561281;1562630;1562791;1562746;1562739;1562816;1562768;1562780	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4784	3006
ENSG00000167703.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	1569267;1574372;1575501;1576597;1576597;1576597;1576603;1578250;1578250;1578250;1578250;1578254;1583204;1583204;1583204;1583204;1585239;1585239;1585913;1585913;1585913;1586949;1590802;1590802;1590802;1590802;1590802;1590850;1590907;1591269;1591269;1591269;1591269;1591269;1591269;1591269;1591440;1591566;1591566;1591566;1591566;1591566;1591566;1591566;1591566;1591622;1593187;1593187;1593187;1593187;1593187;1593187;1593187;1593187;1593187;1603105;1604740;1604740;1605193;1613195;1613195;1613195;1613195;1613195;1613195;1614979;1614979;1614979;1614979;1614979;1614979;1616366;1616562;1616562;1616562;1616562;1616562;1616717;1627715;1627715;1627715;1627715;1627715;1627715;1627715;1628081;1628114;1628794;1628794;1628794	1575765;1575765;1575765;1576720;1576720;1576720;1576720;1578705;1578323;1578323;1578323;1578323;1583698;1583336;1583336;1583336;1586051;1586051;1586051;1586051;1586051;1586960;1590948;1590948;1590948;1590948;1590948;1590948;1590948;1591471;1591471;1591471;1591471;1591471;1591471;1591471;1591471;1591699;1591699;1591699;1591699;1591699;1591699;1591699;1591699;1591699;1593279;1593279;1593279;1593279;1593279;1593279;1593279;1593279;1593279;1603207;1605085;1604944;1605276;1613271;1613271;1613271;1613271;1613271;1613271;1615034;1615034;1615034;1615034;1615034;1615034;1616769;1616630;1616769;1616769;1616769;1616769;1616769;1627799;1627920;1627920;1627911;1627920;1627920;1627920;1628341;1628250;1628836;1628840;1628886	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10606	160
ENSG00000243704.3	chr17	1604374	1604672	-	299	0
ENSG00000074660.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	1633858;1633865;1634390;1634390;1634390;1634605;1636709;1636709;1636709;1636709;1636709;1636709;1636941;1636941;1636941;1636941;1636941;1636941;1638140;1638806;1638806;1638806;1638806;1638806;1638806;1639639;1639639;1639639;1639639;1639639;1639639;1639912;1639912;1639912;1639912;1639912;1639912;1640448;1640448;1640448;1640448;1640448;1640477;1640581;1643320;1643442;1643442;1643442;1643442;1643442;1643442;1643442;1644238;1644834;1644834;1644834;1644834;1644834;1644834;1644834;1645178;1645178;1645178;1645178;1645178;1645178;1645178;1645560;1645597;1645597;1645597;1645597;1645597;1645597	1635617;1635617;1635617;1635617;1635617;1635617;1636855;1636818;1636855;1636855;1636855;1636855;1637062;1637062;1637062;1637062;1637062;1637062;1638926;1638930;1638926;1638926;1638926;1638926;1638926;1639742;1639742;1639742;1639742;1639742;1639742;1640040;1640666;1640040;1639970;1640040;1639970;1640666;1640666;1640666;1640557;1640666;1640666;1640666;1643967;1643967;1643967;1643967;1643967;1643967;1643967;1643967;1644519;1644935;1644935;1644935;1644935;1644935;1644935;1644935;1645239;1645239;1645239;1645239;1645239;1645239;1645239;1645712;1645713;1645747;1645721;1645723;1645744;1645723	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4961	8
ENSG00000167705.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	1646145;1646150;1646193;1646500;1646906;1646906;1647835;1647835;1647835;1647835;1648350;1648350;1648350;1648350;1648799;1648799;1648799;1649200;1649412;1649577	1646619;1646619;1646619;1646619;1646989;1646989;1647957;1647957;1647957;1647957;1648846;1648495;1648495;1648495;1649032;1649068;1649044;1649306;1649505;1650077	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2103	87
ENSG00000174231.16	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	1650629;1650629;1650631;1650840;1651108;1651108;1651108;1651108;1651414;1651414;1651414;1651648;1651648;1651648;1651663;1651981;1652731;1653542;1653542;1653542;1653777;1653777;1653777;1653777;1655350;1655350;1656392;1656392;1656648;1656648;1658253;1658253;1658526;1658526;1659357;1659357;1659464;1659841;1659841;1659969;1660432;1660432;1660432;1660432;1660698;1660698;1660698;1660698;1660927;1660993;1660993;1660993;1660993;1661271;1661271;1661271;1661271;1661611;1661611;1661611;1661906;1661906;1661906;1672941;1673081;1673081;1673357;1673357;1673357;1673746;1673746;1674442;1674442;1674538;1674644;1675152;1675152;1675152;1675152;1675620;1675620;1675620;1675928;1675928;1675928;1676207;1676207;1676207;1676308;1676505;1676505;1676505;1676505;1676976;1676976;1676976;1676976;1677565;1677565;1677565;1678441;1678518;1678518;1678518;1678762;1678762;1678762;1678762;1679017;1679017;1679017;1679017;1679291;1679291;1679291;1679291;1679609;1679609;1679609;1680481;1680726;1680726;1680726;1680929;1680929;1680929;1680929;1681478;1681478;1681478;1681820;1681820;1681820;1682129;1682129;1683021;1683533;1683533;1683533;1684472;1684472;1684472;1684472;1684780;1684780	1650956;1650846;1650956;1650956;1651310;1651269;1651310;1651310;1651553;1651553;1651553;1652146;1651788;1651788;1651788;1652037;1653683;1653683;1653683;1653683;1654980;1654016;1654016;1653911;1655543;1655543;1656565;1656565;1656761;1656761;1658381;1658381;1658763;1658763;1659548;1659548;1660001;1660001;1660001;1660001;1660578;1660578;1660578;1660578;1660827;1660827;1660827;1660827;1661406;1661162;1661162;1661162;1661162;1661329;1661406;1661406;1661406;1661790;1661790;1661778;1662153;1662153;1662038;1673197;1673197;1673197;1673567;1673567;1673409;1673892;1673892;1674680;1674680;1674680;1674680;1675530;1675339;1675339;1675339;1675812;1675812;1675812;1676054;1676054;1676054;1676370;1676370;1676370;1676370;1676711;1676711;1676711;1676711;1677271;1677172;1677172;1677172;1677694;1677694;1677694;1678652;1678652;1678652;1678652;1678881;1678881;1678881;1678881;1679206;1679206;1679206;1679206;1679410;1679410;1679310;1679410;1679799;1679799;1679799;1680831;1680831;1680831;1680831;1681054;1681054;1681054;1681043;1681690;1681690;1681690;1682038;1682038;1682038;1682293;1682293;1683701;1683701;1683701;1683701;1684807;1684582;1684837;1684582;1684882;1684852	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11355	11342
ENSG00000277597.1	chr17	1684726	1685151	+	426	5
ENSG00000185561.9	chr17;chr17;chr17;chr17	1702790;1709499;1709804;1710067	1708222;1709581;1709886;1710438	-;-;-;-	5971	232
ENSG00000186594.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	1711493;1711511;1711971;1712092;1712251;1712269;1712361;1712580;1712663;1712680;1712714;1712767;1712770;1712792;1712825;1712879;1712883;1712975;1713448;1713703;1713703;1713703;1713703;1713703;1713703;1713703;1713703;1713703;1713856;1713856;1713856;1713856;1713856;1713856;1713856;1713856;1714371;1714371;1714371;1714371;1714371;1714371;1714371;1714371;1714371;1714371;1714371;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1716130;1717037	1712399;1714014;1712399;1712399;1712646;1712399;1712904;1712904;1712895;1712904;1712904;1712895;1713055;1712895;1712904;1713055;1712925;1713055;1714014;1714014;1714014;1714014;1714014;1714014;1714014;1714014;1714014;1714014;1714045;1714014;1714014;1714014;1714014;1714014;1714014;1714014;1714453;1714453;1714453;1714453;1714453;1714453;1714453;1714453;1714453;1714453;1714453;1716210;1716208;1716211;1716209;1716211;1716210;1716341;1716197;1716210;1716212;1716210;1716210;1716211;1716247;1716210;1716208;1716208;1716251;1716272;1717174	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2986	1702
ENSG00000283824.1	chr17	1713903	1713987	-	85	0
